,User Name,Organization,Organization Type,Organization Country,Is Active,CPU Compute Allocation,CPU Node Hours Charged,GPU Compute Allocation,GPU Node Hours Charged,PI Name,Project Description,Department,Organization City
5640,hnam1,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,113375.0,0.0,1152985.6272222225,0.0,Sudip Dosanjh,NERSC Staff Accounts,ATG,Berkeley
5641,odavalos,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,54000000.0,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Joint Genome Institute (JGI),Walnut Creek
5642,aflorio,Stony Brook University,UNIV,United States of America,True,2000.0,0.0,75.00333333333333,0.0,Derek Teaney,Exploring the real time dynamics of the chiral phase transition in heavy ion collisions,Physics and Astronomy,Stony Brook
5643,callumf,The University of Arizona,UNIV,United States of America,True,15000.0,2010.2075,5000.0,0.0,Stefan Meinel,Physics of charm and bottom baryons in lattice QCD,Physics,Tucson
5644,sstarrbr,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,3600000.0,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,JGI,Walnut Creek
5645,kinzlong,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,280000.0,0.0,10000.0,88.56777777777778,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,JGI Science Programs,Walnut Creek
5646,rstrauss,Los Alamos National Laboratory,DOELAB,United States of America,True,200.0,169.66055555555556,100.0,16.20138888888889,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),CNLS,Los Alamos
5647,sksaki,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,280000.0,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,JGI,Walnut Creek
5648,yanlan,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,7503.788333333333,15.153333333333334,75.0,0.0,Jennifer Holm,"Next Generation Ecosystem
Experiment - Arctic (NGEE-Arctic)",Climate and Ecosystem Sciences Division,Berkeley
5649,mlaforgi,University of California Davis,UNIV,United States of America,True,700.0,0.0,90000.0,0.0,Alex Hexemer,Advanced Light Source,Evolution and Ecology,Davis
5650,minegn,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,149.96274999999997,0.0,50.0,0.0,Xiangyang Ju,Machine Learning for HEP Tracking at Extreme Scales,Physics,Berkeley
5651,mpoli92,University of California Merced,UNIV,United States of America,True,950.0,0.0,3500.0,0.0,John Bell,Simulation and Analysis of Reacting Flows,Applied Mathematics,Merced
5652,adil,Marquette University,UNIV,United States of America,True,200.0,6.282777777777778,0.0,0.0,Dmitri Babikov,Calculations of Collisional Energy Transfer Using Mixed Quantum/Classical Theory,Chemistry,Milwaukee
5653,tkorobki,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,14000.0,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,JGI Science Programs,Walnut Creek
5654,pnayak,Karlsruhe Institute of Technology,UNIV,Germany,True,100.0,0.0,500.0,3.58,Hartwig Anzt,N9ES-ECP 2.3.3.13 CLOVER,Steinbuch Centre for Computing,Karlsruhe
5655,renanbos,Aix-Marseille University (AMU),UNIV,France,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,AMU RPG - Institut National de Physique Nucléaire et de Physique des Particules,Marseille
5656,guyizhou,Shanghai Jiao Tong University,UNIV,China,True,2000.0,0.0083333333333333,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Department of Astronomy,Shanghai
5657,anirbanc,University of Illinois at Chicago,UNIV,United States of America,True,169739.77916666667,8788.972222222223,26847.27611111111,0.0,Subramanian Sankaranarayanan,Electric field oxidation of nanoscale oxides,Mechanical Engineering,Chicago
5658,wangyusu,Stony Brook University,UNIV,United States of America,True,5000.0,20.97111111111111,0.0,0.0,Kristin Ceder-Persson,The Materials Genome,Chemistry,Stony Brook
5659,dblinger,Oak Ridge National Laboratory,DOELAB,United States of America,True,200.0,100.9888888888889,400.0,293.9138888888889,Paul Kent,Computational Resources for the Nanomaterials Theory Institute at the CNMS,Center for Nanophase Materials Sciences,Oak Ridge
5660,ssingh37,University of Maryland,UNIV,United States of America,True,300.0,0.0,1500.0,327.37305555555554,Abhinav Bhatele,"Performance Analysis, Modeling and Scaling of HPC Applications and Tools",Computer Science,College Park
5661,ejohnson,Stony Brook University,UNIV,United States of America,True,20000.0,0.0,150000.0,0.0,Michael Zingale,"Three-dimensional studies of white dwarfs, massive stars, and neutron star systems",Physics,Stony Brook
5662,margotf,University of Texas at Austin,UNIV,United States of America,True,3500.7497777777776,6.269166666666667,750.0,0.0,Peter Nugent,Astronomy 250,Astronomy,Austin
5663,ccoane,University of Notre Dame,UNIV,United States of America,True,195.0,0.0,0.0,0.0,Mark Caprio,Ab initio nuclear structure,Physics,Notre Dame
5664,kkurzero,University of Rochester,UNIV,United States of America,True,25000.0,0.0,75.0,0.0,Hussein Aluie,Compressibility and Magnetic Effects on Instabilities and Turbulence in HEDP Flows,Mechanical Engineering,Rochester
5665,yhmtsai,Karlsruhe Institute of Technology,UNIV,Germany,True,100.0,0.0,500.0,20.130277777777778,Hartwig Anzt,N9ES-ECP 2.3.3.13 CLOVER,Steinbuch Centre for Computing,Karlsruhe
5666,sonya,Shanghai Jiao Tong University,UNIV,China,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,School of Physics and Astronomy,Shanghai
5667,cgruich,University of Michigan,UNIV,United States of America,True,99.97,24.19083333333333,0.0,0.0,Bryan Goldsmith,Role of Amorphous Disorder on WOx/SiO2 Active Site Formation and Catalytic Activity for Olefin Metathesis,Chemical Engineering,Ann Arbor
5668,guanjie,University of Bristol,UNIV,United Kingdom of Great Britain and Northern Ireland,True,700.0,0.0,90000.0,0.0,Alex Hexemer,Advanced Light Source,Physics,Bristol
5669,azaidi,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,280479.9486666667,6.000277777777778,13675.0,122.88027777777778,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,JGI Data Science and Informatics ,Berkeley
5670,bk9575,Karlsruhe Institute of Technology,UNIV,Germany,True,100.0,0.0,500.0,46.58888888888889,Hartwig Anzt,N9ES-ECP 2.3.3.13 CLOVER,SCC,Karlsruhe
5671,tylern,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,72940.20666666667,72.86611111111111,1160375.391111111,1.5327777777777778,Wahid Bhimji,"Data, AI, and Analytics at Scale for Science",NESAP,Berkeley
5672,kyla,University of California Berkeley,UNIV,United States of America,True,3793.5,560.2788888888889,7502.5,2619.930555555556,Burkhard Militzer,Ab initio simulations of warm dense matter,Earth and Planetary Sciences,Berkeley
5673,lindsey,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,200.0,0.2963888888888888,175.0,20.71638888888889,Jack Deslippe,NERSC Application Readiness for Future Architectures,Applications Performance Group,Berkeley
5674,rravi3,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,3600000.0,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Department of Energy,Walnut Creek
5675,kmakras,Siena College,UNIV,United States of America,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Department of Physics & Astronomy,Loudonville
5676,ywchoi,University of California Berkeley,UNIV,United States of America,True,10000.0,5536.606111111111,10100.0,0.0,Steven Louie,Computation of Electronic Properties of Materials from First Principles,Physics,Berkeley
5677,fseal,"National Astronomical Observatories, Chinese Academy of Science",OTHGOVLB,China,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Galaxy and Cosmology,Beijing
5678,ekusakci,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,280000.0,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Synthesis Science User Program,Walnut Creek
5679,mlein,University of Delaware,UNIV,United States of America,True,404.94866666666667,0.0,350.0,0.0,Leonid Oliker,"RAPIDS2: a SciDAC Institute for Resource and Application Productivity through computation, Information",Computer Science,Newark
5680,jwunder,Siena College,UNIV,United States of America,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Physics and Astronomy,Loudonville
5681,mmendoza,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,280000.0,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,JGI Summer Graduate Studednt program,Walnut Creek
5682,alexisa,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,2700.0,22.128888888888888,2375.0,6.005277777777778,Peter Nugent,DECaLS & the Zwicky Transient Facility,Computational Research,Berkeley
5683,rubywong,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,2000.0,0.0,2000.0,0.0,,,Computational Research Division,Berkeley
5684,xluo2,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,31705.480416666665,26760.563611111116,3000.0,1794.128333333333,David Prendergast,Simulating core-level spectroscopy of energy-relevant materials,Materials Science Division,Berkeley
5685,einfante,University of California San Diego,UNIV,United States of America,True,0.0,0.0,125.25,0.0,Tod Pascal,"First principles simulation of energy
storage material and solid-state
battery",Materials Science ,La Jolla
5686,cle2,University of California Merced,UNIV,United States of America,True,280000.0,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,JGI Summer Student Program,Merced
5687,ivanov,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,2000.0,84.87444444444445,16600.0,1897.678055555556,Liang Tan,Excited state dynamics of halide perovskites and other spin-orbit coupled materials,Molecular Foundry,Berkeley
5688,pearson,Sandia National Laboratories - New Mexico,DOELAB,United States of America,True,1150.0,0.0,875.3263333333333,97.05027777777778,Luc Berger-Vergiat,N9ES-ECP 2.3.3.15 Sake,1465,Albuquerque
5689,eboniw,University of Texas at Austin,UNIV,United States of America,True,13931.0,0.0,4307.0,0.0,Graeme Henkelman,A Combined Experimental and Computational Approach to Understanding and Optimizing Nanoparticle/Supp,Oden Institute,Austin
5690,egdow,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,200.0,0.0,20.0,0.0,Shane Canon,Systems Biology Knowledge Base,EGSB,Berkeley
5691,annroy,Hewlett Packard Enterprise,INDUSTRY,United States of America,True,149.96274999999997,0.0,250.0,0.0,Xiangyang Ju,Machine Learning for HEP Tracking at Extreme Scales,AI Labs,Palo Alto
5692,cbwang,Peking University,UNIV,China,True,4000.0,0.0,6396.126944444444,0.0,Norman Yao,"Quantum information scrambling, dynamical transitions and ground states in strongly interacting systems",Physics school,Beijing
5693,dardiry,Pacific Northwest National Laboratory (PNNL),DOELAB,United States of America,True,1996.0,0.0,100.0,0.0,Darren Engwirda,Integrated Coastal Modeling (ICoM),Energy and Environment,Richland
5694,jgn_hpc,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,3600000.0,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Joint Genome Institute - Production Sequencing and Genomics,Walnut Creek
5695,schacon2,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,3600000.0,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,JGI,Walnut Creek
5696,foglert,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,280000.0,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Fungal Genomics Program,Walnut Creek
5697,czx102,Hewlett Packard Enterprise,INDUSTRY,United States of America,True,200.0,0.0,500.0,0.0,,,Labs,Palo Alto
5698,tylerb,San Jose State University,UNIV,United States of America,True,3424.851388888889,0.0,75.0,0.0,Minghui Diao,Advancing the Understanding of Cloud Microphysical Processes and Aerosol Indirect Effects in High-Latitude Mixed-Phase Clouds by Linking ARM Measurements with Climate Model Simulations,Meteorology,San Jose
5699,atlytle,University of Illinois at Urbana-Champaign,UNIV,United States of America,True,300000.0,0.0,319999.58805555553,0.0,Rajan Gupta,Lattice QCD search for physics beyond the standard model,Physics,Urbana
5700,vmura,Max Planck Institut fuer Astrophysik,PRIVLAB,Germany,True,0.0,0.0,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,Physical Cosmology,Garching
5701,espinosa,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,3600000.0,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,JGI,Berkeley
5702,takaito,Georgia Institute of Technology,UNIV,United States of America,True,75.0,0.0,150.0,0.0,Takamitsu Ito,OCEAN PHYSICAL-BIOGEOCHEMICAL INTERACTIONS IN THE CMIP6 AND E3SM EARTH SYSTEM MODELS,,Atlanta
5703,jupiter,Princeton University,UNIV,United States of America,True,300.0,0.0,600.0375277777778,0.0,Zarija Lukic,Large-Scale Structure of the Universe,Astrophysical Sciences,Princeton
5704,havyn,University of California Los Angeles (UCLA),UNIV,United States of America,True,3000.0,0.0,600.0,0.0,James Rosenzweig,High-gradient acceleration of electrons in plasma and dielectric structures,Physics and Astronomy,Los Angeles
5705,cjacobus,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,160.18294444444444,6.473333333333334,5317.3,4574.7,Zarija Lukic,Nyx: A Next Generation Computational Cosmology Simulator,Theory,Berkeley
5706,bloewe,Cray Inc.,INDUSTRY,United States of America,True,90250.0,8171.805555555556,65000.0,8422.747222222222,Tina Declerck,NERSC HPE/Cray Staff Accounts,HPC,Seattle
5707,hernannb,"Instituto de Fisica, UNAM",UNIV,Mexico,True,5300.0,3112.321388888889,2100.0,525.2522222222223,Stephen Bailey,Dark Energy Spectroscopic Instrument,Theoretical physics,Mexico City
5708,tianshuw,Princeton University,UNIV,United States of America,True,36900.0,0.9694444444444444,23000.0,23260.723055555554,Adam Burrows,Three-Dimensional Simulations of Core-Collapse Supernovae,Department of Astrophysical Sciences,Princeton
5709,joagarr,"Instituto de Fisica, UNAM",UNIV,Mexico,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Fisica Teorica,Mexico City
5710,ecarlson,Los Alamos National Laboratory,DOELAB,United States of America,True,200.0,0.0,100.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),T-3,Los Alamos
5711,aschuetz,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,383.53429166666666,6.128611111111111,4800.0,0.0,Alan Poon,Simulations and Analysis for a Large Scale Germanium Neutrinoless Double Beta Decay Experiment (LEGEND),Nuclear Science Devision,Berkeley
5712,vaisakh,Southern Methodist University,UNIV,United States of America,True,2000.0,92.17944444444444,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Physics,Dallas
5713,andrish,University of California Berkeley,UNIV,United States of America,True,449.88825,155.33777777777777,2500.0,365.1,Xiangyang Ju,Machine Learning for HEP Tracking at Extreme Scales,Physics,Berkeley
5714,jgivans,Princeton University,UNIV,United States of America,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Physics,Princeton
5715,ventura,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,1090002.5,0.0,1150002.5,0.0,Sudip Dosanjh,NERSC Staff Accounts,NERSC,Berkeley
5716,yulim,Argonne National Laboratory,DOELAB,United States of America,True,22114.0,6820.865555555555,0.0,0.0,Jiayi Xu,Modeling of C-C and C-H bond functionalization over single atom catalysts supported by redox non-innocent LTO and LMO support,chemistry,Argonne
5717,jah668,Cornell University,UNIV,United States of America,True,10655.34,0.0311111111111111,14831.0,0.0,Robert A. DiStasio Jr.,"Simulating Hydroxide Diffusion in Anion Exchange Membranes
",Materials Science,Ithaca
5718,twalton,Fermi National Accelerator Laboratory,DOELAB,United States of America,True,120000.0,0.0,12462.451111111111,0.0,Andrew Norman,Enabling HEP Intensity Frontier Science through HEPCloud,SCD,Batavia
5719,pinilla,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,10500.0,0.0,72000.0,29402.695555555558,David Mccallen,High Performance Simulations for Regional Scale Earthquake Hazard and Risk Assessments,Energy Geosciences Division,Berkeley
5720,jswaro,Hewlett Packard Enterprise,INDUSTRY,United States of America,True,90000.0,0.0,60000.0,0.0,Tina Declerck,NERSC HPE/Cray Staff Accounts,HPC R&D,Palo Alto
5721,hyin7640,University of Rochester,UNIV,United States of America,True,25000.0,11523.874166666666,75.0,0.0,Hussein Aluie,Compressibility and Magnetic Effects on Instabilities and Turbulence in HEDP Flows,Mechanical Engineering,Rochester
5722,jgarcia9,George Washington University,UNIV,United States of America,True,1086.8,0.0,2049.0,0.0,Yongsheng Leng,"Computational Simulations of Metal-Organic, Single Molecular Junctions and Complex Interfacial Phenomena",Mechanical Engineering,Washington
5723,rdalal,Princeton University,UNIV,United States of America,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Astrophysical Sciences,Princeton
5724,jmcclung,University of New Hampshire,UNIV,United States of America,True,1000.0,0.0,3750.0,0.0,Chung-Sang Ng,Three-Dimensional Stability of Kinetic Flux Rope Structures in a Collisionless Magnetized Plasma,Physics,Durham
5725,mynora,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,2500.0,9.965,4000.0,0.0,Rebecca Hartman-Baker,NERSC Intern and Summer Student accounts,Hpc,Berkeley
5726,jdtt,University of Kansas,UNIV,United States of America,True,5600.0,0.0,1000.0,0.0,Irakli Chakaberia,Data analysis and simulations for the ALICE experiment at the LHC,Department of Physics and Astronomy,Lawrence
5727,jiyoung,University of Texas at Austin,UNIV,United States of America,True,13981.0,0.0,4357.0,0.0,Graeme Henkelman,A Combined Experimental and Computational Approach to Understanding and Optimizing Nanoparticle/Supp,Oden Institute,Austin
5728,bob_span,West Virginia University,UNIV,United States of America,True,450.0,0.0,75.10222222222222,0.0,Paul Cassak,Magnetic Reconnection in Laboratory and Space Relevant Plasmas,Physics,Morgantown
5729,kc9qin,Fermi National Accelerator Laboratory,DOELAB,United States of America,True,250.0,90.10805555555557,75.0,0.0,Diktys Stratakis,Simulation of Fermilab's Muon based experiments: Muon g-2 and Mu2e,External Beams Delivery,Batavia
5730,adangelo,Hewlett Packard Enterprise,INDUSTRY,United States of America,True,90000.0,0.0,60000.0,0.6755555555555556,Tina Declerck,NERSC HPE/Cray Staff Accounts,Programming Environments: Debuggers,Palo Alto
5731,mtmoore,Hewlett Packard Enterprise,INDUSTRY,United States of America,True,90000.0,2327.3586111111117,60000.0,2.2091666666666665,Tina Declerck,NERSC HPE/Cray Staff Accounts,Cray,Palo Alto
5732,atorres,University of California Berkeley,UNIV,United States of America,True,90500.0,0.0,60075.0,0.0,Yury Kolomensky,Data Analysis and Simulations for the CUORE Neutrinoless Double Beta Decay Experiment ,Physics,Berkeley
5733,isucsd,University of California San Diego,UNIV,United States of America,True,2500.0,31.31361111111111,62331.0,37.98777777777778,Jin Myung Park,AToM-2 SciDAC - Advanced Tokamak Modeling Environment,San Diego Supercomputer Center,La Jolla
5734,rdgrande,University of California Merced,UNIV,United States of America,True,91260.0,1213.2258333333334,10100.0,0.0,David Strubbe,Materials Ab Initio Theory,Physics,Merced
5735,jronley,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,262.7036,0.0,150.0,0.0,Benjamin Bowen,OpenMSI: Mass Spectrometry Imaging Resource,Environmental Genomics and Systems Biology,Berkeley
5736,dsanyal,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,75.0,0.0,3500.0,0.0,Lavanya Ramakrishnan,ScienceSearch: Automated Metadata Using Machine Learning,Computational Research Division,Berkeley
5737,mmm,Missouri State University,UNIV,United States of America,True,18000.0,15655.9125,5000.0,2945.620555555556,Ridwan Sakidja,"Phase Stability in High-melting and Corrosion Resistant Borosilicides,   Aluminides and Novel Ceramics",PAMS,Springfield
5738,dunruh,Argonne National Laboratory,DOELAB,United States of America,True,6000.0,0.0,9451.333888888888,0.0,Maria Chan,"Understanding and improving energy materials via first principles modeling,  AI/ML, and characterization",Center for Nanoscale Materials,Argonne
5739,mkwiecie,University of California Santa Cruz,UNIV,United States of America,True,5825.0,328.3911111111111,2650.0,0.0,Stephen Bailey,Cosmology Data Repository,Physics,Santa Cruz
5740,akeller,Oak Ridge National Laboratory,DOELAB,United States of America,True,100.0,0.0,200.0,0.0,Paul Kent,Computational Resources for the Nanomaterials Theory Institute at the CNMS,CNMS,Oak Ridge
5741,eyeats,University of California Berkeley,UNIV,United States of America,True,6350.035,0.1402777777777777,1075.0,0.0,Irakli Chakaberia,Physics and detector simulations for the future Electron-Ion Collider,Physics,Berkeley
5742,vitenti,Laboratório Interinstitucional de e-Astronomia,OTHGOVLB,Brazil,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Physics,Rio de Janeiro
5743,popove,Oak Ridge National Laboratory,DOELAB,United States of America,True,3225.0,0.0,75.0,0.0,Emilian Popov,DNS Simulations of Coolant Flow in the High Flux Isotope Reactor ,,Oak Ridge
5744,dtdoer,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,280000.0,9.19,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Secondary Metabolites,Walnut Creek
5745,tharwood,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,281883.82815,103.42583333333332,10150.0,0.0,Benjamin Bowen,Metabolite Atlas,Genomics Technologies,Walnut Creek
5746,schutt20,Stanford University,UNIV,United States of America,True,3525.0,26.86277777777778,450.0,0.0,Joe Zuntz,Dark Energy Survey,Physics,Stanford
5747,tjz21,Oregon State University,UNIV,United States of America,True,8912.086666666666,0.0,14036.0,0.0,Thomas Markland,"Applying Deep Learning Methods to Develop New Models of Molecular Charge Transfer, Nonadiabatic Dynamics, and Nonlinear Spectroscopy in the Condensed Phase",Chemistry,Corvallis
5748,nsj,University of Oregon,UNIV,United States of America,True,500.0,0.0,3000.0,0.0,Sameer Shende,N9ES-ECP 2.3.1.01 PMR SDK,OACISS/PRL,Eugene
5749,kashikar,University of South Florida,UNIV,United States of America,True,26875.0,2356.5880555555555,18250.0,1000.8027777777778,Inna Ponomareva,Complex (anti)ferroic oxides: statics and dynamics at finite temperatures,Physics,Tampa
5750,ristmi,Carbon Solutions LLC,SMBUS,United States of America,True,3000.0,0.0,75.0,0.0,Richard Middleton,Development and Commercialization of SCO2T to Maximize CO2-based Subsurface Energy Potential,,Bloomington
5751,sudheesh,University of California Davis,UNIV,United States of America,True,4524.5,1007.5119444444445,2.5,0.0,Ambarish Kulkarni,Kinetic models of coupled gas-phase and surface-mediated reactions over catalytic surfaces ,Chemical Engineering,Davis
5752,mah127,University of Michigan,UNIV,United States of America,True,2800.0008500000004,91.62055555555555,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Physics,Ann Arbor
5753,jbennett,Carbon Solutions LLC,SMBUS,United States of America,True,3000.0,0.0,75.0,0.0,Richard Middleton,Development and Commercialization of SCO2T to Maximize CO2-based Subsurface Energy Potential,Research and Development,Bloomington
5754,sujanpal,Argonne National Laboratory,DOELAB,United States of America,True,2625.773333333333,0.0,3825.0,0.0,V. Rao Kotamarthi,Dynamic Downscaling of Climate Projections for DoD Installations,EVS,Argonne
5755,ddouglas,SLAC National Accelerator Laboratory,DOELAB,United States of America,True,40000.0,0.0,120000.0,0.0,Dan Dwyer,DUNE - Deep Underground Neutrino Experiment,Physics & Astronomy,Menlo Park
5756,allen127,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,5113.509166666667,0.0,75.0,0.0,Jeff Kimbrel,MICROBES PERSIST: SYSTEMS BIOLOGY OF THE SOIL MICROBIOME,NACS,Livermore
5757,aguinot,Laboratoire Astroparticule et Cosmologie,UNIV,France,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,cosmology,Paris
5758,eihernan,University of Illinois at Urbana-Champaign,UNIV,United States of America,True,800.0,0.0,0.0,0.0,Maria Chan,"Understanding and improving energy materials via first principles modeling,  AI/ML, and characterization",Materials Science and Engineering,Urbana
5759,pertoldi,Technische Universitaet Munchen,UNIV,Germany,True,383.53429166666666,0.0,4800.0,0.0,Alan Poon,Simulations and Analysis for a Large Scale Germanium Neutrinoless Double Beta Decay Experiment (LEGEND),Physik Department (E15),Munich
5760,yiwenx,University of California Irvine,UNIV,United States of America,True,0.0,0.0,0.0,0.0,,,Physics and Astronomy,Irvine
5761,drewbehr,University of Pennsylvania,UNIV,United States of America,True,1000.0,154.62972222222223,0.0,0.0,Andrew Rappe,Computational study of properties and underlying physics of materials for energy applications,Chemistry,Philadelphia
5762,mlongo,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,3000.0,202.33805555555557,100.0,0.0,Charles Koven,Next Generation Ecosystem Experiments -- Tropics,Climate & Ecosystem Sciences Division,Berkeley
5763,jxiong,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,420.0,206.48194444444445,20.003875,0.0,Zachary Marshall,Simulation and analysis  of ATLAS Physics,Physics ,Berkeley
5764,smoseley,Northwestern University,UNIV,United States of America,True,37.5,0.0,34134.47388888889,0.0,Alexander Tchekhovskoy,Effects of magnetic field and dynamical ejecta on compact object merger outflows and nucleosynthesis,Astronomy,Evanston
5765,samjsmit,Indiana University,UNIV,United States of America,True,1800.0,0.0,9.021275,0.0,Lai-Yung Ruby Leung,Water Cycle and Climate Extremes Modeling (WACCEM),Earth and Atmospheric Science,Bloomington
5766,can,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,1425.0,0.0,3500.0,0.0,,,CRD,Berkeley
5767,lyan,Argonne National Laboratory,DOELAB,United States of America,True,404.94866666666667,0.0,350.0,0.0,Leonid Oliker,"RAPIDS2: a SciDAC Institute for Resource and Application Productivity through computation, Information",School of Computing,Argonne
5768,eghdami,University of California Berkeley,UNIV,United States of America,True,15000.0,11067.03611111111,21500.0,0.0,Jeffrey Neaton,Theory of nanostructured materials,Physics,Berkeley
5769,biboyd,Stony Brook University,UNIV,United States of America,True,40000.0,6899.500277777778,150000.0,0.0,Michael Zingale,"Three-dimensional studies of white dwarfs, massive stars, and neutron star systems",Physics & Astronomy,Stony Brook
5770,larkw,University of California Berkeley,UNIV,United States of America,True,70.0,3.245,20.003875,0.0,Zachary Marshall,Simulation and analysis  of ATLAS Physics,Physics,Berkeley
5771,npbyers,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,280002.5,0.0,10002.5,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Project Management Office,Walnut Creek
5772,mgauthie,SLAC National Accelerator Laboratory,DOELAB,United States of America,True,250.0,0.0,75.0,0.0,Alice Koniges,An Extensible HED Modeling Tool for Extreme Regimes,HEDS,Menlo Park
5773,trami,Northwestern University,UNIV,United States of America,True,37.5,0.0,34134.47388888889,0.0,Alexander Tchekhovskoy,Effects of magnetic field and dynamical ejecta on compact object merger outflows and nucleosynthesis,Physics & Astronomy,Evanston
