User Name,Organization,Organization Type,Organization Country,Is Active,CPU Compute Allocation,CPU Node Hours Charged,GPU Compute Allocation,GPU Node Hours Charged,PI Name,Project Description,Department,Organization City
cwhicker,University of Michigan,UNIV,United States of America,True,3300.0,1760.8622222222225,655.0,0.0,Hailong Wang,High-Latitude Application and Testing (HiLAT) of Earth System Models & Regional Arctic System Model,Climate and Space Sciences and Engineering ,Ann Arbor
wuyipeng,University of California Los Angeles (UCLA),UNIV,United States of America,True,17150.0,12605.817222222222,26500.194722222222,0.0,Frank Tsung,Continuing studies of plasma based accelerators,Electrical and Computer Engineering Department,Los Angeles
estorer,Princeton University,UNIV,United States of America,True,400.0,16.340555555555557,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,Physics,Princeton
dsmorrow,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,678.1065833333332,0.0,677.5,0.0,Silvia Crivelli,WeFold: A collaborative effort for protein structure prediction and machine learning,Computational Sciences,Berkeley
zimanyi,University of California Davis,UNIV,United States of America,True,6000.0,0.0,75.0,0.0,Gergely Zimanyi,Exploring Si heterojunction solar cell degradation: Bulk and interface processes analyzed by simulations and experiments in order to develop mitigation strategies,,Davis
sgberg,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,4000.0,1.1508333333333334,120000.0,0.0,Dan Dwyer,DUNE - Deep Underground Neutrino Experiment,Physics,Berkeley
zchusre,University of California Santa Cruz,UNIV,United States of America,True,5825.0,0.0,2550.0,6.557222222222222,Joe Zuntz,Dark Energy Survey,Physics,Santa Cruz
nintan2,Pacific Northwest National Laboratory (PNNL),DOELAB,United States of America,True,24603.0,22414.81333333333,75898.0,70081.0788888889,Christopher Mundy,Novel density functional theory approaches to the statistical mechanics of aqueous systems,Chemical Engineering,Richland
ruiqihu,University of Delaware,UNIV,United States of America,True,5525.0,3.1911111111111112,8500.0,183.80916666666667,Anderson Janotti,Synthesis and Observation of Emergent Phenomena in Heusler Compound Heterostructures,MSEG,Newark
sianjin,University of Alabama,UNIV,United States of America,True,500.0,0.0,250.0,0.0,Sheng Di,N9ES-ECP 2.3.4.14 ECP VeloC,Computer Science,Tuscaloosa
xzhang9,University of Alaska Fairbanks,UNIV,United States of America,True,2000.0,0.0,75.0,0.0,Xiangdong Zhang,MODELING ARCTIC STORMS AND IMPACTS OF DIMINISHING SEA ICE,,Fairbanks
ykyohei,University of Tokyo,UNIV,Japan,True,1000.0,78.6536111111111,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,Physics,Tokyo
liu56,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,3000.0,858.9752777777778,12000.0,441.3855555555556,David Mccallen,High Performance Simulations for Regional Scale Earthquake Hazard and Risk Assessments,Computing,Livermore
cdawes,Princeton University,UNIV,United States of America,True,300.0,0.0,2500.0,0.0,Saul Perlmutter,Optimal Photometric Reduction of Supernova Images for Cosmological Measurements,Physics,Princeton
beringue,Cardiff University,UNIV,United Kingdom of Great Britain and Northern Ireland,True,35.0,0.0,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,DAMTP,Cardiff
kebenken,Harvard University,UNIV,United States of America,True,2129.0525,0.0,10000.0,0.0,Benjamin Nachman,"Machine Learning for Classification, Regression, Generation, and Anomaly Detection in Jet Physics",Physics,Cambridge
ramanik,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,4000.0,0.0,10015.03911111111,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Data Science & Informatics,Walnut Creek
dconner,West Virginia University,UNIV,United States of America,True,180.0,0.0,75.10222222222222,0.0,Paul Cassak,Magnetic Reconnection in Laboratory and Space Relevant Plasmas,Physics,Morgantown
coffee,SLAC National Accelerator Laboratory,DOELAB,United States of America,True,1400.0,0.0,2000.0,0.0,Amedeo Perazzo,Transforming X-ray Science Toward Data-Centrism,LCLS/PULSE,Menlo Park
jrmeyers,Southern Methodist University,UNIV,United States of America,True,0.0,0.0,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,Physics,Dallas
wvanrees,Massachusetts Institute of Technology,UNIV,United States of America,True,9500.0,13.884444444444444,75.0,0.0,Wim Van Rees,A multiresolution sharp‐interface framework for tightly‐coupled multiphysics simulations,,Cambridge
aweiss,Michigan State University,UNIV,United States of America,True,7500.638333333333,0.0,75.0,0.0,Kyoko Makino,Modern Map Methods in Particle Beam Physics,Physics,East Lansing
tgillis,Massachusetts Institute of Technology,UNIV,United States of America,True,9500.0,18.750555555555557,75.0,0.0,Wim Van Rees,A multiresolution sharp‐interface framework for tightly‐coupled multiphysics simulations,Mechanical Engineering,Cambridge
mfaysal,University of Nevada Las Vegas,UNIV,United States of America,True,17600.0,466.29583333333335,3060.6272222222224,1.0869444444444445,John Shalf,Advanced Technology Group: (CoDEx) CoDesign for Exascale,Computer Science,Las Vegas
vbharadw,University of California Berkeley,UNIV,United States of America,True,8728.656,1290.0705555555555,9050.0,0.0,Aydin Buluc,"A Mathematical Institute for Sparse Computations in Science and
Engineering",EECS,Berkeley
mzalewsk,NVIDIA Corporation,INDUSTRY,United States of America,True,213.5103333333333,0.0,175.0,0.0,Wahid Bhimji,"Data, AI, and Analytics at Scale for Science",Legate,Santa Clara
hrzhao,University of Washington,UNIV,United States of America,True,282.5,34.85777777777778,62.511625,20.296666666666667,Zachary Marshall,Simulation and analysis  of ATLAS Physics,Physics,Seattle
akunder,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,10000.0,0.0,10000.0,0.0,Benjamin Safdi,Particle Dark Matter Across Scales ,Physics Division,Berkeley
ksuabhi,Kansas State University,UNIV,United States of America,True,5000.0,1.9402777777777775,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Physics,Manhattan
kkrzyzan,Fermi National Accelerator Laboratory,DOELAB,United States of America,True,2129.0525,0.0,10000.0,0.0,Benjamin Nachman,"Machine Learning for Classification, Regression, Generation, and Anomaly Detection in Jet Physics",PPD,Batavia
jfsuarez,Universidad de los Andes,UNIV,Colombia,True,5000.0,96.75333333333332,5000.0,2712.151388888889,Stephen Bailey,Dark Energy Spectroscopic Instrument,Physics,Bogota
jphastro,Rutgers University - Piscataway Campus,UNIV,United States of America,True,0.0,0.0,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,Physics and Astronomy,Piscataway
aheinle,Delft University of Technology,UNIV,Netherlands,True,1.0,0.0,1.0,0.0,Esmond Ng,Probabilistic Sea Level Projections from Ice Sheet and Earth System Models: Numerical and Computational Development,"Department of Mathematics and Computer Science, Division of Mathematics",Delft
lwenzl,Cornell University,UNIV,United States of America,True,2325.0,5.7375,2100.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,Department of Astronomy,Ithaca
shreeram,Iowa State University,UNIV,United States of America,True,1500.0,947.3669444444444,10.0,0.0,James Vary,Structure and Reactions of Hadrons and Nuclei; Non-perturbative Solutions of Strongly Interacting Particles and Nuclei,Physics and astronomy,Ames
skf,Temple University,UNIV,United States of America,True,22139.938055555554,1.3005555555555557,4516.269444444445,0.0,Xifan Wu,Ab initio simulation of liquid water and solvated ions by hybrid and van der waals functional,Physics,Philadelphia
kannawad,Princeton University,UNIV,United States of America,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Department of Astrophysical Sciences,Princeton
crobin,Bielefeld Universitat,UNIV,Germany,True,1708.658888888889,57.72666666666667,75.0,0.0,Caroline Robin,"Calculations of nuclei across the nuclear chart: charge-exchange modes, beta-decay and entanglement.",,Bielefeld
robinap,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,4000.0,0.0,120000.0,0.0,Dan Dwyer,DUNE - Deep Underground Neutrino Experiment,Physics Division,Berkeley
tdpham,Northwestern University,UNIV,United States of America,True,0.0,0.0,9976.8,1812.6422222222225,Randall Snurr,"Modeling Metal-Organic Frameworks for Gas Storage, Separations, and Catalysis",Chemical and Biological Engineering,Evanston
katsmith,Los Alamos National Laboratory,DOELAB,United States of America,True,21611.941666666666,0.7972222222222223,175.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),T-3,Los Alamos
haihan,North Carolina State University,UNIV,United States of America,True,500.0,210.0886111111111,375.0,0.0,Panchapakesan Ganesh,Center for Predictive Simulation of Functional Materials,Physics,Raleigh
wzyqq,Shanghai Jiao Tong University,UNIV,China,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Physics and Astronomy,Shanghai
yuanshuo,"National Astronomical Observatories, Chinese Academy of Science",OTHGOVLB,China,True,2000.0,0.0,2000.0,0.0452777777777777,Stephen Bailey,Dark Energy Spectroscopic Instrument,Galaxy and Cosmology Division,Beijing
jeremy,Chinese Academy of Sciences Institute of Modern Physics,UNIV,China,True,50.0,0.0,10.0,0.0,James Vary,Structure and Reactions of Hadrons and Nuclei; Non-perturbative Solutions of Strongly Interacting Particles and Nuclei,Theory Group of Nuclear Physics Research Center,Lanzhou
wdandan,Shanghai Jiao Tong University,UNIV,China,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Department of Astronomy,Shanghai
goodbred,Dartmouth College,UNIV,United States of America,True,4000.0,1102.1886111111112,75.0,0.0,Yi-Hsin Liu,Computational study of Magnetic Reconnection in both the relativistic and non-relativistic regimes ,Physics and Astronomy,Hanover
abb58,Argonne National Laboratory,DOELAB,United States of America,True,3300.0,0.0,15035.0,0.0,Hubertus Van Dam,N9ES-N1 NWChemEx,Leadership Computing Facility,Argonne
mewesv,Oak Ridge National Laboratory,DOELAB,United States of America,True,12500.0,0.0,7500.084166666667,0.0,William Raphael Hix,Developing an Understanding of Core-Collapse and Electron Capture Supernova Explosion Systematics using 2D CHIMERA models,National Center for Computational Sciences,Oak Ridge
jzhang3,North Carolina Agricultural and Technical State University,UNIV,United States of America,True,1000.0,79.76472222222222,75.0,0.0,Xiangdong Zhang,MODELING ARCTIC STORMS AND IMPACTS OF DIMINISHING SEA ICE,International Arctic Research Center,Greensboro
aholder,DOE Office of Science - Germantown,DOELAB,United States of America,True,20.0,0.0,500.0,0.0,Sudip Dosanjh,NERSC Center Guest Accounts,Office of Basic Energy Sciences,Germantown
nwtaylor,Xelera Research LLC,INDUSTRY,United States of America,True,10000.0,5.997222222222222,275.0,0.0,Nicholas Taylor,"Energy Recovery Linac Designs and
Studies for Electron Cooling of
Hadron Beams",Physics,Ithaca
xuw015,Scripps Institution of Oceanography,UNIV,United States of America,True,200.0,0.0,100.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),CASPO,La Jolla
cykim,Seoul National University,UNIV,Korea (the Republic of),True,428.05,0.0,125.0,0.0,Kesheng Wu,Scientific Data Management Research,Computer Engineering,Seoul
jjmosley,University of California Irvine,UNIV,United States of America,True,3000.0,0.0,75.0,0.0,Kam-Biu Luk,Daya Bay Reactor Neutrino Experiment,Physics,Irvine
nguyenly,Stanford University,UNIV,United States of America,True,9370.4,122.03694444444444,465.1822222222223,0.0,Matthias Ihme,Atomistic-scale simulations and data-assimilation of ultrafast x-ray measurements for examine fluid-surface interaction in complex environments (DOE EFRC and DOE BES),Mechanical Engineering,Stanford
pohm,RIKEN,OTHGOVLB,Japan,True,80000.0,0.0,11250.0,0.0,Xianzhu Tang,Tokamak Disruption Simulation,1442,Wako-shi
gvsinev,South Dakota School of Mines and Technology,UNIV,United States of America,True,2800.0008500000004,0.0,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Physics,Rapid City
rastogi,Oak Ridge National Laboratory,DOELAB,United States of America,True,41500.0,0.0,5100.0,0.0,Casey Burleyson,"Integrated, Multisector, Multiscale Modeling (IM3): Investigating the Effects of Compound Influences on the Evolution of Coupled Energy-Water-Land-Urban Systems",Computational Sciences and Engineering Division,Oak Ridge
shaering,University of Texas at Austin,UNIV,United States of America,True,44053.0,0.0,38173.3425,0.0,Jacqueline Chen,Direct Numerical Simulations of  Reactive Flow under Intense Sheared Turbulence and Nonequilibrium Conditions,Reacting Flows,Austin
daleihao,Pacific Northwest National Laboratory (PNNL),DOELAB,United States of America,True,8075.166944444444,2221.6866666666665,920.1905555555556,0.0,Gautam Bisht,Development of a Terrestrial Dynamical Core for E3SM,Atmospheric Sciences & Global Change,Richland
wangd11,Yale University,UNIV,United States of America,True,5000.0,0.0394444444444444,25650.289166666666,0.0,Jack Deslippe,Center for Computational Study of Excited-State Phenomena in Energy Materials (C2SEPEM),Mechanical Engineering & Materials Science,New Haven
jiashi,University of Central Florida,UNIV,United States of America,True,8500.0,3722.0788888888887,2559.653583333333,0.0,Duy Le,Excitations in Large Scale,Physics,Orlando
lincolnb,University of Chicago,UNIV,United States of America,True,400000.0,263226.01416666666,15000.0,1.3819444444444444,Paolo Calafiura,Detector Simulation of the ATLAS Detector on NERSC HPCs,Physics,Chicago
susannaz,University of Oxford,UNIV,United Kingdom of Great Britain and Northern Ireland,True,0.0,0.0,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,Astrophysics,Oxford
rkam,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,650.0,98.89305555555556,375.0,0.0,Gerbrand Ceder,First principles investigation of materials for energy storage,Energy Storage and Distributed Resources,Berkeley
naheepk,Queen's University,UNIV,Canada,True,5000.0,0.0,75.0,0.0,Glenn Sembroski,Data Analysis for VHE Gamma-Rays,Physics Department,Kingston
dorh012,Pacific Northwest National Laboratory (PNNL),DOELAB,United States of America,True,200.0,0.0,100.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),JGCRI,Richland
atndiaye,Lawrence Berkeley National Laboratory - Advanced Light Source (ALS),DOELAB,United States of America,True,700.0,0.0,90000.0,0.0,Alex Hexemer,Advanced Light Source,PS-OPS,Berkeley
shiltian,Stony Brook University,UNIV,United States of America,True,430.0,0.1622222222222222,1276.7425,2.578611111111111,Alice Koniges,HPX and OpenMP,Department of Computer Science,Stony Brook
edarragh,Stanford University,UNIV,United States of America,True,2000.0,2.430277777777778,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Physics,Stanford
h6mao,University of California San Diego,UNIV,United States of America,True,24000.0,16928.828055555554,11250.0,0.0,Xianzhu Tang,Tokamak Disruption Simulation,Mechanical and Aerospace Engineering,La Jolla
srwornl,Oak Ridge National Laboratory,DOELAB,United States of America,True,2000.0,0.0,2500.0,0.0,Jin Myung Park,AToM-2 SciDAC - Advanced Tokamak Modeling Environment,Computer Science and Mathematics Division,Oak Ridge
shindler,Michigan State University,UNIV,United States of America,True,60000.0,0.0,24000.0,0.0,Andre Walker-Loud,Lattice QCD calculation of the neutron EDM with Stabilised Wilson Fermions,FRIB,East Lansing
patrickf,University of Plymouth,UNIV,United Kingdom of Great Britain and Northern Ireland,True,60000.0,0.0,24000.0,0.0,Andre Walker-Loud,Lattice QCD calculation of the neutron EDM with Stabilised Wilson Fermions,"School of Engineering, Computing and Mathematics",Plymouth
craven76,Vanderbilt University,UNIV,United States of America,True,217.25,115.48277777777778,625.0,0.0,Peter Cummings,Molecular-Based Simulation of Complex and Nanostructured Fluids,Chemical and Biomolecular Engineering,Nashville
justinc,University of Melbourne,UNIV,Australia,True,0.0,0.0308333333333333,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,Physics,Parkville
ksaid,The University of Queensland,UNIV,Australia,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,School of Mathematics and Physics,Brisbane St Lucia
ericj1,Emory University,UNIV,United States of America,True,2200.0,0.0,970.0,9.546944444444444,Paul Kent,Computational Resources for the Nanomaterials Theory Institute at the CNMS,Center for Nanophase Materials Sciences,Atlanta
nansheng,University of Chicago,UNIV,United States of America,True,467.0,0.0,10300.0,0.0,Giulia Galli,First principles simulations of nanostructures,Chemistry,Chicago
benchenh,University of Chicago,UNIV,United States of America,True,5000.0,320.2511111111112,10300.0,0.0,Giulia Galli,First principles simulations of nanostructures,Chemistry,Chicago
hmann,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,280000.0,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,IT Infrastructure ,Walnut Creek
ask,Fermi National Accelerator Laboratory,DOELAB,United States of America,True,750000.0,0.0,100.0,0.0,Andreas Kronfeld,Nucleon Axial Charge with All-Staggered Lattice QCD,,Batavia
philiph,SLAC National Accelerator Laboratory,DOELAB,United States of America,True,1400.0,0.0,2000.0,0.0,Amedeo Perazzo,Transforming X-ray Science Toward Data-Centrism,LCLS,Menlo Park
dwpaley,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,14762.3575,11.253333333333334,11706.0,0.0,Amedeo Perazzo,Data Analytics at the Exascale for Free Electron Lasers,MBIB,Berkeley
acloonan,University of Chicago,UNIV,United States of America,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Astronomy and Astrophysics,Chicago
egaltier,SLAC National Accelerator Laboratory,DOELAB,United States of America,True,1400.0,0.0,2000.0,0.0,Amedeo Perazzo,Transforming X-ray Science Toward Data-Centrism,LCLS/MEC,Menlo Park
ylin,Massachusetts Institute of Technology,UNIV,United States of America,True,750000.0,753933.2933333333,100.0,0.0,Andreas Kronfeld,Nucleon Axial Charge with All-Staggered Lattice QCD,Physics,Cambridge
rinkle93,Oak Ridge National Laboratory,DOELAB,United States of America,True,6486.9625,119.27722222222222,3825.0675,0.0,Evangelia Zarkadoula,Atomic Dynamics in Metallic and Other Liquids and Glasses,Physical Sciences,Oak Ridge
ameyer,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,840000.0,0.0,13100.0,0.0,Amy Nicholson,Two-nucleon scattering calculations performed at m_pi ~ 180 MeV using lattice QCD,Physics,Livermore
ddai,"X-ScaleSolutions, LLC",SMBUS,United States of America,True,7500.0,0.0,7500.0,0.0,Donglai Dai,SMART-PETSc,,Gahanna
chunhui,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,3014.0,1664.6955555555555,10017.134722222225,209.05194444444444,Piotr Zarzycki,Molecular modeling of the acid-base chemistry of the water saturated clay systems,Geochemistry,Berkeley
boateng,San Francisco State University,UNIV,United States of America,True,1900.0,0.0,300.0,0.0,Xiaoye (Sherry) Li,STRUMPACK-SuperLU,,San Francisco
ddardzin,Carnegie Mellon University,UNIV,United States of America,True,3915.6,211.1425,81.375,0.0,Noa Marom,Structure Prediction and Design of Inorganic Interfaces,Materials Science,Pittsburgh
bodhib,Massachusetts Institute of Technology,UNIV,United States of America,True,42000.0,0.0,11850.0,0.0,Paul Bonoli,Center for Integrated Simulation of Fusion Relevant RF Actuators: SciDAC Project,Nuclear Science and Engineering,Cambridge
yhu438,Georgia Institute of Technology,UNIV,United States of America,True,500.0,0.0,175.0,25.635555555555555,Jack Deslippe,NERSC Application Readiness for Future Architectures,College of Computing,Atlanta
mcashman,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,11472.411666666669,40.79444444444445,11552.5,0.0,Shane Canon,Systems Biology Knowledge Base,Biosciences,Berkeley
anthnyvo,University of Colorado at Boulder,UNIV,United States of America,True,4000.0,0.0,15000.0,0.0,Vadim Roytershteyn,Non-Linear Physics of the Interaction Between a Relativistic Electron Beam and Magnetized Plasma,Physics and Astronomy,Boulder
tmh97,University of Delaware,UNIV,United States of America,True,150.41611111111112,0.0,600.0,0.0,Sunita Chandrasekaran,ECP SOLLVE Validation & Verification Test Suite (OMPVV),Computer Science,Newark
mariaace,Duke University,UNIV,United States of America,True,3567.728888888889,0.0,1450.3355555555556,0.0,Masao Sako,The Dark Energy Survey Supernova Search,Physics and Astronomy,Durham
chughes,CERN - European Organization for Nuclear Research,OTHGOVLB,Switzerland,True,750000.0,0.0,100.0,0.0,Andreas Kronfeld,Nucleon Axial Charge with All-Staggered Lattice QCD,Theory,Geneva
pershint,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,2800.0008500000004,0.0166666666666666,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Chemical and Nuclear Sciences,Livermore
elir,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,700.0,0.0,90000.0,0.0,Alex Hexemer,Advanced Light Source,Advanced Light Source,Berkeley
dekauf,Pacific Northwest National Laboratory (PNNL),DOELAB,United States of America,True,200.0,0.0,100.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),Joint Global Change Research Institute,Richland
bastienc,Aix-Marseille University (AMU),UNIV,France,True,300.0,74.4875,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Centre de Physique des Particules de Marseille,Marseille
kshafie,"X-ScaleSolutions, LLC",SMBUS,United States of America,True,500.0,0.0,3000.0,0.0,Sameer Shende,N9ES-ECP 2.3.1.01 PMR SDK,Engineering,Gahanna
cabidi,University of Pittsburgh,UNIV,United States of America,True,1618.091111111111,0.0,2250.0,0.0,Sayan Ghosh,"MPI for exascale and beyond: optimization, applications and analysis",Electrical and Computer Engineering,Pittsburgh
tmedan,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,300.0,0.0,600.0375277777778,0.0,Zarija Lukic,Large-Scale Structure of the Universe,Computational Research Division - Computational Cosmology,Berkeley
wlou1991,SLAC National Accelerator Laboratory,DOELAB,United States of America,True,10000.0,239.1486111111111,275.0,6.0008333333333335,Nicholas Taylor,"Energy Recovery Linac Designs and
Studies for Electron Cooling of
Hadron Beams",SLAC,Menlo Park
aleide,University of Bristol,UNIV,United Kingdom of Great Britain and Northern Ireland,True,700.0,0.0,90000.0,0.0,Alex Hexemer,Advanced Light Source,School of Physics,Bristol
lhou,Tulane University,UNIV,United States of America,True,6290.552222222223,2597.475,20320.2525,2.058333333333333,Jianwei Sun,"Testing meta-generalized gradient approximations for atoms, molecules and solids.",Physics,New Orleans
tanimura,"Kavli IPMU, University of Tokyo",UNIV,Japan,True,100.0,0.0,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,cosmologie,Kashiwa
dlawren,National Center for Atmospheric Research,OTHGOVLB,United States of America,True,125000.0,0.0,1300.0,0.0,Forrest Hoffman,Reducing Uncertainties in Biogeochemical Interactions through Synthesis and Computation (RUBISCO),Climate and Global Dynamics,Boulder
tarinih,University of California Berkeley,UNIV,United States of America,True,250.0,70.25527777777778,0.0,0.0,Eric Neuscamman,Advanced Quantum Monte Carlo and Quantum Chemistry Methods for Molecular Excitations,Chemistry,Berkeley
imendoza,University of Michigan,UNIV,United States of America,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Physics,Ann Arbor
aaronalt,Stanford University,UNIV,United States of America,True,97010.0,1207.305,15600.0,89.36611111111111,Felipe Jornada,First-Principles Studies of Exciton-Related Phenomena in Novel Materials,Applied Physics,Stanford
wdduncan,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,1200.0,0.0,150.39111111111112,0.0,Emiley Eloe-Fadrosh,National Microbiome Data Collaborative,Environmental Genomics and Systems Biology,Walnut Creek
keilbart,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,150.22866666666664,0.0,85.37349999999999,0.2266666666666666,Peter Nugent,ExaEpi,Materials Science Division,Livermore
arabi52,University of California Merced,UNIV,United States of America,True,13968.5,0.5280555555555555,19182.5,22.961944444444445,David Strubbe,Materials Ab Initio Theory,Physics,Merced
str_char,Rutgers University - Piscataway Campus,UNIV,United States of America,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Physics and Astronomy,Piscataway
elts6570,Stockholms Universitet,UNIV,Sweden,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations, Physics Department,Stockholm
holger,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,0.0,0.0,0.0,0.0,Maxim Umansky,LLNL MFE Supercomputing,Livermore Computing,Livermore
tjloredo,Cornell University,UNIV,United States of America,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Astronomy,Ithaca
qwinger,University of California San Diego,UNIV,United States of America,True,7000.0,6077.226944444445,750.0,0.0,Francesco Paesani,Many-Body Molecular Dynamics in Condensed Phases: Chemical Processes in Solution and Nanoporous Materials,Chemistry,La Jolla
pl,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,10.0,0.0,10.0,0.7338888888888889,Gunther Weber,ECP ALPINE: Algorithms and Infrastructure for In Situ Visualization and Analysis,Center for Applied Scientific Computing,Livermore
sgiardie,Cardiff University,UNIV,United Kingdom of Great Britain and Northern Ireland,True,10.0,0.0,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,Dipartimento di Fisica e Scienze della Terra,Cardiff
yining,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,0.0,0.0,0.0,0.0,Maxim Umansky,LLNL MFE Supercomputing,Computational Engineering Division,Livermore
lcapaldi,University of Vermont,UNIV,United States of America,True,878.4,438.22583333333336,75.0,0.0,Frederic Sansoz,Grain-Boundary Segregation and Shear Localization Mechanisms in Nanocrystalline Alloys,Department of Mechanical Engineering,Burlington
naseeha,Washington State University,UNIV,United States of America,True,71763.41138888888,1794.4783333333332,3159.75,0.0,Mal Soon Lee,AIMD and simulated XAS studies in catalysis,Voiland School of Chemical Engineering and Bioengineering,Pullman
zappa,Friedrich-Schiller-Universität Jena,UNIV,Germany,True,75000.0,0.0,3676.501111111111,0.0,David Radice,Neutron Star Mergers: Nucleosynthesis and Multimessenger Emissions,TPI,Jena
mercenne,Louisiana State University,UNIV,United States of America,True,11000.0,0.0,150.0,0.0,Yoram Alhassid,Many-Body Studies of Nuclei and Cold Atoms,Physics and Astronomy,Baton Rouge
snaus,University of Maryland,UNIV,United States of America,True,500.0,0.0,2500.0,0.0,William Dorland,"Turbulence, Transport and Magnetic Reconnection in High Temperature Plasma",Physics,College Park
emilolip,University of Michigan,UNIV,United States of America,True,47600.0,0.0,55000.0,0.0,Feliciano Giustino,Toward exascale computing of electron-phonon couplings for finite-temperature materials design,Materials Science and Engineering,Ann Arbor
yhxu,University of Maryland,UNIV,United States of America,True,300.0,48.49222222222223,0.0,0.0,Abhinav Bhatele,"Performance Analysis, Modeling and Scaling of HPC Applications and Tools",Computer Science,College Park
b3organ,Intelligent Light Systems - NJ,SMBUS,United States of America,True,1000.0,0.0,100.0,0.0,Gunther Weber,"High Performance Scientific Machine Learning, Visualization, and Analytics",Exec,Rutherford
ebarnes,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,2800.0,16.83388888888889,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Microbial Systems,Walnut Creek
asuresh,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,2129.0525,0.0,10000.0,0.0,Benjamin Nachman,"Machine Learning for Classification, Regression, Generation, and Anomaly Detection in Jet Physics",Physics,Berkeley
pengwu,Pacific Northwest National Laboratory (PNNL),DOELAB,United States of America,True,7500.0,743.6313888888889,75.0,0.0,Heng Xiao,Environmental effects in the lifecycle of convective clouds,Atmospheric Sciences and Global Change Division,Richland
njaegers,University of California Berkeley,UNIV,United States of America,True,4511.5,4477.331666666667,0.0,0.0,Enrique Iglesia,Active site requirements and mechanistic origins of metal and metal oxide catalyzed hydrogenation and dehydrogenation.,,Berkeley
